createdAt, favoriteCount, retweetCount, latitude, longitude, id, lang, country, countryCode, text, userId, userFollowersCount, userFriendsCount, strength
Mon Jun 30 23:11:34 ART 2014, 0, 0, -30.028542, -51.201849,483795014238371840, en, Brasil, BR, 5th row at germany game!! algerians are so nice i love them. i was with u algeria ❤️❤️💚💚, 131221382, 133,155, POSITIVE
Mon Jun 30 23:11:36 ART 2014, 0, 0, null, null,483795021108244481, en, null, null, A Creative Algeria Surprises but Cannot Defeat Germany via @nytimes http://t.co/Dcm1Fjyjm4, 47103555, 299,740, POSITIVE
Mon Jun 30 23:11:38 ART 2014, 0, 0, null, null,483795031221108736, en, null, null, Germany score twice in extra time to edge past inspired Algeria - Firstpost http://t.co/RzvTxQq1pi, 1059844093, 126,44, NEUTRAL
Mon Jun 30 23:10:55 ART 2014, 1, 1, null, null,483794849036910592, en, null, null, Neuer's heroics save Germany's World Cup - If needed Manuel Neuer can be a sweeper. Often abandoned by his blund... http://t.co/2ne1CGQ35l, 162291734, 102,329, NEUTRAL
Mon Jun 30 23:11:40 ART 2014, 0, 0, null, null,483795039647039488, en, null, null, Germany most probably will go all the way & win the cup....Algeria with their indomitable spirit won a lot of respect & hearts tonite., 381271213, 73299,45243, NEUTRAL
Mon Jun 30 23:11:40 ART 2014, 0, 0, null, null,483795041006403585, en, null, null, Germany 2 Algeria 1: World Cup 2014: Germany Prevails Over Algeria Despite Early Scare http://t.co/yEpHkzmQS0 #sports #athletics #athletic, 78067801, 462,295, POSITIVE
Mon Jun 30 23:11:42 ART 2014, 0, 0, null, null,483795049193684992, en, null, null, lets go germany. world cup fever, 2597219234, 1,26, NEUTRAL
Mon Jun 30 23:11:43 ART 2014, 0, 0, null, null,483795050103836672, en, null, null, #FIFA2014 #Brasil #Football FIFA World Cup: Germany 2 Algeria 1 (aet) http://t.co/H7GEC9guEK, 1073430246, 1601,1458, NEUTRAL
Mon Jun 30 23:11:46 ART 2014, 0, 0, null, null,483795064532238337, en, null, null, Germany Argentina France Netherlands & Brazil have all played like ass. Yup I said it., 1175540732, 665,482, NEUTRAL
Mon Jun 30 23:01:49 ART 2014, 5, 1, null, null,483792558493954049, en, null, null, If Algeria knew how to finish Germany would no longer be in the World Cup., 1120449096, 419,336, NEUTRAL
Mon Jun 30 23:11:48 ART 2014, 0, 0, null, null,483795073046294529, en, null, null, Germany won the game but algeria won our hearts :) (with Irfan) [pic] — https://t.co/dileiHTA8v, 335634079, 230,232, NEUTRAL
Mon Jun 30 19:51:17 ART 2014, 70, 139, null, null,483744609546153986, en, null, null, Honestly tonight's match between Algeria & Germany has to be the most intense battle on the field so far. #WorldCup2014, 32813320, 72189,4587, POSITIVE
Mon Jun 30 19:32:16 ART 2014, 717, 2779, null, null,483739826119008256, en, null, null, FT: #GER 2-1 #ALG Germany through to #WorldCup quarter-finals with ET goals from Schurrle & Ozil #GERALG - http://t.co/nPMmkoeLAV, 138372303, 2519697,473, NEGATIVE
Mon Jun 30 23:11:59 ART 2014, 0, 0, null, null,483795120236404736, en, null, null, Can't believe #Algeria held #Germany for 90mins. Must say #Algeria #Nigeria left with more respect than European giants, 15941979, 228868,49, NEGATIVE
Mon Jun 30 19:30:40 ART 2014, 964, 2288, null, null,483739423717482496, en, null, null, Huge respect goes to Algeria who have most of their players fasting due to Ramadan and went to extra-time vs Germany. http://t.co/812sPUN65I, 1123488680, 102679,327, NEUTRAL
Mon Jun 30 23:12:03 ART 2014, 0, 0, null, null,483795133691723776, en, null, null, Exciting match - 2014 FIFA World Cup Brazil™: France-Germany - Overview - http://t.co/wpsFu0AlHT http://t.co/gg4tyoMaPC, 131385276, 105,604, POSITIVE
Mon Jun 30 19:49:05 ART 2014, 87, 48, null, null,483744055701303298, en, null, null, germany v france... that's a big one. This is the best world cup in a very long time., 27389849, 34437,235, POSITIVE
Mon Jun 30 23:12:05 ART 2014, 0, 0, null, null,483795146136645632, en, null, null, NEW!! Germany beats Algeria in extra time at World Cup http://t.co/2jmvrK2uUR #Arizona, 2461039410, 14,9, NEUTRAL
Mon Jun 30 23:12:06 ART 2014, 0, 0, null, null,483795148732514304, en, null, null, I’m following Germany versus Algeria in the FIFA Global Stadium #GERALG #worldcup #joinin http://t.co/uuNeiKPucz nice job bro, 2300747838, 0,2, NEUTRAL
Mon Jun 30 23:12:07 ART 2014, 0, 0, null, null,483795153845751810, en, null, null, World Cup: Germany survive scare against Algeria to reach quarterfinals - CNN, 2528129016, 2,52, NEUTRAL
Mon Jun 30 23:12:09 ART 2014, 0, 0, null, null,483795162074976256, en, null, null, World Cup: Germany survive scare against Algeria to reach quarterfinals - CNN, 2539511712, 0,52, NEUTRAL
Mon Jun 30 23:12:13 ART 2014, 0, 0, null, null,483795176004276224, en, null, null, World Cup: Germany survive scare against Algeria to reach quarterfinals - CNN, 2568045698, 0,7, NEUTRAL
Mon Jun 30 19:42:24 ART 2014, 3, 4, null, null,483742376029347841, en, null, null, And it is done . France Germany it was written. Anticipation nerve shredding. Algeria unlucky but clipped by pro . Euro showdown intense, 339070455, 12030,85, POSITIVE
Mon Jun 30 23:12:15 ART 2014, 0, 0, null, null,483795186133504000, en, null, null, LasT_NiGHT: FiFa_WorLD_CuP FrANce BeaT NiGeRia By 2-0 GeRmaNy BeaT ALGeRia By 2-1, 756528877, 466,277, NEUTRAL
Mon Jun 30 23:12:15 ART 2014, 0, 0, null, null,483795186862940160, en, null, null, World Cup 2014: U.S. vs. Germany; Portugal vs. Ghana Live - Welcome to the Group of Death where #USA and Germany... http://t.co/U6AmzXvHmh, 981241561, 966,112, NEUTRAL
Mon Jun 30 23:12:21 ART 2014, 0, 0, null, null,483795210783055872, en, null, null, On a brighter note Germany made it for the next round!! Oh yeahhhh! ALL THE WAY TO FINALS GERMANYYY! #WorldCup2014, 72013305, 252,418, NEUTRAL
Mon Jun 30 23:12:22 ART 2014, 0, 0, null, null,483795214352781312, en, null, null, Germany survives Algeria 2-1 in extra time (Yahoo Sports) http://t.co/3RnILafFfu, 109568781, 643,740, NEUTRAL
Mon Jun 30 16:21:02 ART 2014, 2325, 1415, null, null,483691700305821696, en, null, null, Germany vs Algeria tonight seeing as we're gonna be playing Dusseldorf its only fair to support the home team! #WorldCup, 411112055, 669865,267, NEGATIVE
Mon Jun 30 16:23:26 ART 2014, 609, 464, null, null,483692305644548096, en, null, null, Germany #GER from space: Rhine river. Hoping for a good game #GERALG @DFB_Team_EN & #Algeria http://t.co/8JZSMJW94M, 390287262, 56104,100, NEUTRAL
Mon Jun 30 23:12:24 ART 2014, 0, 0, null, null,483795223857090560, en, null, null, Germany survives Algeria 2-1 in extra time (Yahoo Sports) http://t.co/VSZd20orZg, 109568781, 643,740, NEUTRAL
Mon Jun 30 17:18:56 ART 2014, 570, 892, null, null,483706271779282944, en, null, null, Been so impressed by Algeria this tournament. Look so dangerous going forward. Germany don't know what's hit them here., 216264820, 2827960,341, POSITIVE
Mon Jun 30 19:54:14 ART 2014, 1, 3, null, null,483745353552760834, en, null, null, #News #MostRecent World Cup: Germany given fright by Algeria http://t.co/bOpbaFPTXE via @CNN, 516258811, 1483,0, NEUTRAL
Mon Jun 30 23:12:28 ART 2014, 0, 0, null, null,483795242454249473, en, null, null, FREE 670 FOLLOWERS LOGIN ►.www.t1t.us Algeria Thankyou Lord Hi July #CamsUpdateVideo Germany #MakesMeHAPPY Dear Height, 1266698826, 760,2001, NEUTRAL
Mon Jun 30 21:49:01 ART 2014, 782, 402, null, null,483774238793682944, en, null, null, Well done Germany. Algeria fought hard. Man of the match.. Manuel Neuer. What a keeper. GERMANY!, 441285746, 375880,730, POSITIVE
Mon Jun 30 23:12:31 ART 2014, 0, 0, 25.212005, 55.262917,483795253841764352, en, الامارات العربية المتحدة, AE, Germany beats Algeria 2-1 with all goals scored in extra time; Germany to play France Friday at 12 pm ET -via ESPN FC http://t.co/uIvPxMZIAo, 279668407, 949,816, NEUTRAL
Mon Jun 30 23:12:31 ART 2014, 0, 0, null, null,483795254089228288, en, null, null, Neuer's heroics save Germany's World Cup: If needed Manuel Neuer can be a sweeper. Often abandoned by his blu... http://t.co/EjYFJgnh0H, 2503223209, 259,1451, NEUTRAL
Mon Jun 30 23:12:32 ART 2014, 0, 0, null, null,483795258346467328, en, null, null, Neuer's heroics save Germany's World Cup http://t.co/hDD307JtZ8, 434703720, 2509,1969, NEUTRAL
Mon Jun 30 19:45:20 ART 2014, 1382, 1372, null, null,483743115581198336, en, null, null, Germany most probably will go all the way & win the cup....Algeria with their indomitable spirit won a lot of respect & hearts tonite., 101311381, 8111883,73, NEUTRAL
Mon Jun 30 23:12:39 ART 2014, 0, 0, null, null,483795284947132416, en, null, null, Germany advances to World Cup quarter-finals with victory over Algeria http://t.co/um26XML7XB, 152083177, 165,91, NEUTRAL
Mon Jun 30 18:54:34 ART 2014, 586, 467, null, null,483730335948345344, en, null, null, Extra time in Porto Alegre! Germany and Algeria are scoreless after 90 minutes. #GER has out shot #ALG 21-7. http://t.co/w3RNsAjOaz, 26257166, 7792534,1422, NEUTRAL
Mon Jun 30 17:11:53 ART 2014, 204, 254, null, null,483704495411826688, en, null, null, Tough game for ALGERIA against GERMANY. I have faith in Algeria and hope they can be the fairytale of the @FIFAWorldCup, 39753512, 637666,779, POSITIVE
Mon Jun 30 23:12:44 ART 2014, 0, 0, null, null,483795309026222080, en, null, null, Fought like true warriors today!! Proud to be Palestinian/Algerian ✌️😊 #palgerian #algeria #germany… http://t.co/QvQ8x2aP1l, 223701920, 425,73, POSITIVE
Mon Jun 30 23:12:45 ART 2014, 0, 0, null, null,483795309873479680, en, null, null, I RECOMMEND TO GAIN ►.www.t1t.us Algeria #HappyLeeteukDay Dear Height Thankyou Lord #MakesMeHAPPY Germany #JulyWish, 375641573, 1038,2001, NEUTRAL
Mon Jun 30 19:46:10 ART 2014, 1325, 1114, null, null,483743323983970304, en, null, null, Germany advances to quarterfinals for a record 16 straight World Cups. The Germans will face France on Friday. http://t.co/iyduiD7mtN, 26257166, 7792534,1422, NEUTRAL
Mon Jun 30 23:12:46 ART 2014, 0, 0, null, null,483795314235940865, en, null, null, #Reuters : Germany pushed to the limit by brave Algeria - PORTO ALEGRE Brazil (Reuters) - Germany had to battle al... http://t.co/JPNduSx8t2, 119819217, 160,391, NEUTRAL
Mon Jun 30 19:40:47 ART 2014, 10, 30, null, null,483741966773940224, en, null, null, Don't be sad #Algeria you just gave #Germany a hell of a game!! Saluuttee!!, 31574901, 222524,775, NEGATIVE
Mon Jun 30 23:12:47 ART 2014, 0, 0, null, null,483795319583703041, en, null, null, I'm happy Germany is almost in th big final but got really sad for Algeria :( they did big efforts :(, 2540035139, 33,300, NEGATIVE
Mon Jun 30 23:12:47 ART 2014, 0, 0, null, null,483795319700742144, en, null, null, World Cup - Algeria Push Germany To Brink.    http://t.co/vKOxl51fWo    Coolness.   #ALG #GER #WorldCup2014, 80057625, 4247,4665, NEUTRAL
Mon Jun 30 23:12:50 ART 2014, 0, 0, null, null,483795331830673409, en, null, null, World Cup: Germany survive scare against Algeria to reach quarterfinals  http://t.co/FyRha0Uf99, 28079668, 394,905, NEUTRAL
Mon Jun 30 22:48:16 ART 2014, 1, 1, null, null,483789151452405760, en, null, null, Algeria’s manager was in tears after loss to Germany -http://t.co/23WbiFNT7l #WorldCup http://t.co/EydqJMHbb5, 1408660626, 3905,4160, NEUTRAL
Mon Jun 30 19:11:07 ART 2014, 469, 918, null, null,483734504742617088, en, null, null, No matter what the result #Algeria have embarrassed Germany today. Top performance WHILST fasting. #GERvsALG, 182593031, 3641,193, NEGATIVE
Mon Jun 30 23:12:53 ART 2014, 0, 0, null, null,483795345571184640, en, null, null, France is taking Germany and colombia is taking brazil, 2604600467, 36,48, NEUTRAL
Mon Jun 30 23:13:01 ART 2014, 0, 0, null, null,483795379024969728, en, null, null, Go @ussoccer and Germany! #WorldCup Who are you supporting? http://t.co/JXXODUbr8y, 2597240726, 0,21, POSITIVE
Mon Jun 30 19:30:10 ART 2014, 51, 75, null, null,483739297477324801, en, null, null, Germany-France on Friday. Algeria gave it all it had. #GermanyVsAlgeria, 16018805, 16566,3906, NEUTRAL
Mon Jun 30 23:13:06 ART 2014, 0, 0, null, null,483795400567296001, en, null, null, [ABS-CBN News] Germany pushed to the limit by brave Algeria http://t.co/Zt4yONfeAw, 1731163332, 650,105, NEUTRAL
Mon Jun 30 23:13:09 ART 2014, 0, 0, null, null,483795414077177856, en, null, null, Germany Defeats Algeria 2-1 in Extra Time http://t.co/hXwBPJZ6NC, 2350675700, 157,0, NEUTRAL
Mon Jun 30 23:06:44 ART 2014, 0, 2, null, null,483793795952439297, en, null, null, RT @espn: #Germany has now reached the quarterfinals in every World Cup since 1954. http://t.co/z1hW6NzBYj #Alemania, 83518253, 47298,6676, NEUTRAL
Mon Jun 30 23:13:16 ART 2014, 0, 0, null, null,483795441449172993, en, null, null, Germany 2 Algeria 1: World Cup 2014: Germany Prevails Over Algeria Despite Early Scare (NY Times) http://t.co/4Fvwijvfxv, 1711389288, 113,4, NEUTRAL
Mon Jun 30 19:33:52 ART 2014, 40, 33, null, null,483740229434875905, en, null, null, Wallahi Algeria deserved the win. Algeria played their hearts out while fasting. Good luck trying to get to the finals Germany., 516140436, 3408,224, NEUTRAL
Mon Jun 30 23:13:18 ART 2014, 0, 0, null, null,483795451683278848, en, null, null, New: Mertesacker defends Germany display http://t.co/WoaOsKkkGD #follow #worldcup world_latest, 1944079380, 292,385, POSITIVE
Mon Jun 30 19:32:50 ART 2014, 9, 8, null, null,483739969043701761, en, null, null, The Algerians just simply ran out of gas..quality showed in the end.Thomas Muller isto me officially Germany's best player. #WorldCup2014, 37899389, 16401,554, NEUTRAL
Mon Jun 30 23:13:23 ART 2014, 0, 0, null, null,483795470234316800, en, null, null, Germany vs Algeria l [World Cup]: http://t.co/JWCLUfPOcF qua @YouTube, 783647251, 14,124, NEUTRAL
Mon Jun 30 20:05:11 ART 2014, 0, 2, null, null,483748110120652800, en, null, null, World Cup 2014: Germany beat Algeria after extra time battle http://t.co/v6jeTx36VX #WorldCup2014, 17125730, 19735,190, NEUTRAL
Mon Jun 30 23:13:30 ART 2014, 0, 0, null, null,483795499586441216, en, null, null, RT @BleacherReport: Germany edge past Algeria 2-1 in extra time! They have reached the ... http://t.co/u8JWwTOrZL, 2494105531, 58,354, NEUTRAL
Mon Jun 30 23:13:32 ART 2014, 0, 0, null, null,483795510638039040, en, null, null, I'M USING THIS SITE ➽.www.cimbomtakip.info #MakesMeHAPPY Germany #JulyWish #CamsUpdateVideo #HappyLeeteukDay Thankyou Lord Algeria, 1965777968, 36,65, NEUTRAL
Mon Jun 30 19:34:27 ART 2014, 1042, 219, null, null,483740374649679874, en, null, null, Can't go back on my word. #fitness #Germany #WorldCup2014 http://t.co/gaUIGwRSkl, 423906225, 15262,1001, NEUTRAL
Mon Jun 30 23:13:34 ART 2014, 0, 0, null, null,483795518427234304, en, null, null, Extra time goals by substitute Andre Schrrle & Mesut Vzil saw Germany bt Algeria 2-1 to set-up a #WorldCup QF clash with France #Football, 2179410490, 141,7, NEUTRAL
Mon Jun 30 18:17:57 ART 2014, 8, 12, null, null,483721121246629888, en, null, null, this WC doesn't have a giant.  Spain? gone.  Holland? nearly lost to Mex. England? lol. Brazil? pk's with Chile.  Germany? Struggling., 211318483, 658,579, NEGATIVE
Mon Jun 30 23:00:14 ART 2014, 1, 1, null, null,483792160051838976, en, null, null, Germany v Algeria.  COOL Match . ....., 117730326, 6038,259, POSITIVE
Mon Jun 30 23:13:41 ART 2014, 0, 0, null, null,483795548236181504, en, null, null, Germany Defeats Algeria 2-1 in Extra Time http://t.co/yysP06wRnA, 2316781183, 84,36, NEUTRAL
Mon Jun 30 23:13:43 ART 2014, 0, 0, null, null,483795553445097473, en, null, null, Germany over everyone! #WorldCup2014  #deutschlanduberalles, 2562795065, 40,64, NEUTRAL
Mon Jun 30 23:13:42 ART 2014, 0, 0, 42.273187, -71.229795,483795552988307456, en, United States, US, @FutbolsaCountry only those with fantasy brackets I suppose because would've picked Algeria over Germany., 29972719, 368,403, NEGATIVE
Mon Jun 30 23:13:44 ART 2014, 0, 0, null, null,483795560965496832, en, null, null, Germany took out Algeria in World Cup action today. I know nothing of soccer but I liked Algeria's... http://t.co/hQDgkT3Ke7, 465670866, 2433,2362, POSITIVE
Mon Jun 30 23:13:46 ART 2014, 0, 0, null, null,483795565952512000, en, null, null, Germany Defeats Algeria 2-1 in Extra Time http://t.co/YOWh7i6S75, 2350714789, 65,0, NEUTRAL
Mon Jun 30 23:13:48 ART 2014, 0, 0, null, null,483795574043738113, en, null, null, World Cup: Germany survive scare against Algeria to reach quarterfinals - CNN, 2567864330, 0,7, NEUTRAL
Mon Jun 30 23:13:49 ART 2014, 0, 0, null, null,483795581887053824, en, null, null, World Cup: Germany survive scare against Algeria to reach quarterfinals - CNN, 2533544046, 1,53, NEUTRAL
Mon Jun 30 19:59:35 ART 2014, 177, 234, null, null,483746699928961024, en, null, null, Algeria goalkeeper Rais Mbohli and Germany goalkeeper Manuel Neuer (L) shake hands #WorldCup #Ger #Alg http://t.co/qZpHUAKGHH, 380648579, 205343,551, NEUTRAL
Mon Jun 30 23:13:52 ART 2014, 0, 0, null, null,483795592578355200, en, null, null, World Cup: Germany survive scare against Algeria to reach quarterfinals - CNN, 2534537354, 2,51, NEUTRAL
Mon Jun 30 19:35:43 ART 2014, 216, 312, null, null,483740693580742658, en, null, null, Algeria were absolutely heroic. Germany go on to play France which is always fun for those people who think WW2 was last fucking week., 6297852, 514699,318, NEUTRAL
Mon Jun 30 21:51:19 ART 2014, 20, 44, null, null,483774816797741057, en, null, null, Germany needs to fix its back four. Needs a bit more pace otherwise possession football may be suicide., 233960651, 74457,178, NEGATIVE
Mon Jun 30 22:33:55 ART 2014, 0, 1, null, null,483785540618424320, en, null, null, So sad for #Algeria. Proud though that an #arabian team played so well against #germany, 158395926, 136,161, POSITIVE
Mon Jun 30 19:32:22 ART 2014, 1910, 3065, null, null,483739850190118912, en, null, null, The streak continues.  Germany has now reached the quarterfinals in every World Cup since 1954. http://t.co/5RuqZA0nLc, 2557521, 9960227,542, NEUTRAL
Mon Jun 30 23:13:59 ART 2014, 0, 0, null, null,483795620520816640, en, null, null, Underdog Algeria scares Germany - Extra-time goals from Mesut Ozil and Andre Schurrle spared Germany's blushes aga... http://t.co/UKGWktnpaJ, 908652114, 685,321, POSITIVE
Mon Jun 30 23:14:00 ART 2014, 0, 0, null, null,483795626618920961, en, null, null, Germany were pushed all the way by an inspired Algeria on Monday before Andre Schuerrle and Mesut Ozil secured - http://t.co/R77FX5dGSG, 1515005744, 47,40, NEUTRAL
Mon Jun 30 23:14:01 ART 2014, 0, 0, null, null,483795630176083968, en, null, null, @Dis_Naija  World Cup: Germany Edge Past Algeria In Extra-Time To Book Quarter-Final Clash With France   -RT    http://t.co/fu190bA26e, 1526877890, 850,865, NEUTRAL
Mon Jun 30 23:14:01 ART 2014, 0, 0, null, null,483795630679420928, en, null, null, Germany were pushed all the way by an inspired Algeria on Monday before Andre Schuerrle and Mesut Ozil secured - http://t.co/ba7jy0NKtQ, 1515005744, 47,40, NEUTRAL
Mon Jun 30 19:56:04 ART 2014, 432, 597, null, null,483745814880075776, en, null, null, Germany progress to a quarter final on July 4th. #allin or nothing. #worldcup https://t.co/Ui6TUzafQa, 219683269, 1324051,507, NEGATIVE
Mon Jun 30 23:14:04 ART 2014, 0, 0, null, null,483795643786211328, en, null, null, New Video: Germany holds off Algeria in extra time advances http://t.co/KTn5DPLvLf, 591173858, 332,132, NEUTRAL
Mon Jun 30 23:14:07 ART 2014, 0, 0, null, null,483795654222049280, en, null, null, Germany 2 Algeria 1: World Cup 2014: Germany Prevails Over Algeria Despite Early Scare http://t.co/SVlTPdobbI Joe Liotine Lifetimes, 2447613768, 180,367, NEUTRAL
Mon Jun 30 14:55:16 ART 2014, 8, 25, null, null,483670115821445120, en, null, null, Jewish conspiracy to make Algeria play Germany during Ramadan, 1061359813, 14492,717, NEUTRAL
