createdAt, favoriteCount, favorited, latitude, longitude, id, lang, country, countryCode, text, userId, userFollowersCount, userFriendsCount, strength
Wed Jun 11 00:50:30 GMT-03:00 2014, 0, false, null, null,476572154129956865, en, null, null, RT @Rastagyalallie: “@BillyCocaine: Another twitter female looking for attention. “@10x90: I hope The Heat beat Miami ???”” crying bruh OMG, 383005085, 1018,788, NEGATIVE
Wed Jun 11 00:50:30 GMT-03:00 2014, 0, false, null, null,476572154629070848, en, null, null, “@___nijahh: Miami heat my team but they been pissing me off lately ?”, 348664094, 1540,1134, NEUTRAL
Wed Jun 11 00:50:30 GMT-03:00 2014, 0, false, null, null,476572154889506816, en, null, null, RT @AlexInYourMouth: Miami heat loses   Me: http://t.co/cKJNurPcsA, 59671070, 322,254, NEGATIVE
Wed Jun 11 00:50:30 GMT-03:00 2014, 0, false, null, null,476572155170533376, en, null, null, Miami had no excuse to lose that game. I mean the amount of shit I heard from Heat fans to hype it up doe?? Dude... absolutely no excuse..., 85622881, 518,507, NEGATIVE
Wed Jun 11 00:50:30 GMT-03:00 2014, 0, false, null, null,476572154931052544, en, null, null, Game 3 (2013) Miami Heat 77 San Antonio Spurs 113  Game 3 (2014)  Miami Heat 92 San Antonio 112  San Antonio leads series 2–1 #SAvsMIA, 1054635865, 709,1091, NEUTRAL
Wed Jun 11 00:50:30 GMT-03:00 2014, 0, false, null, null,476572155304738816, en, null, null, “@HeraldSports: The Miami Heat loses Game 3 - 111-92. The Spurs lead the series 2-1.” #3Peat #GetItRight #WTF!, 549608331, 22,99, NEGATIVE
Wed Jun 11 00:50:30 GMT-03:00 2014, 0, false, null, null,476572155392434176, en, null, null, Its another chilly rainy night in Miamino one could turn up the heat.:-P, 270724083, 323,1036, NEUTRAL
Wed Jun 11 00:50:30 GMT-03:00 2014, 0, false, null, null,476572155946479617, en, null, null, RT @MySportsRumor: (Miami Heat-San Antonio Spurs) NBA Finals:Game 3  Spurs Lead Series 2-1 after 112-92 Win over the Heat!  Game 4 on Thurs…, 874484664, 187,166, NEUTRAL
Wed Jun 11 00:50:31 GMT-03:00 2014, 0, false, null, null,476572156529479680, en, null, null, So proud of the San Antonio Spurs tonight. It's hard for any team to face the Heat at home in Miami. Can't wait for game 4., 2209581468, 7,46, NEUTRAL
Wed Jun 11 00:50:31 GMT-03:00 2014, 0, false, null, null,476572156461981696, en, null, null, KING D ROYALTY http://t.co/yyeXcAxFFO #SOUNDCLOUD #SALUTE #THEBEST THOT #BEATS MIAMI HEAT ATL LONDON ATLANTA TALLY LA NBA SPURS  TFB RT 15, 524178610, 336,385, NEUTRAL
Wed Jun 11 00:50:31 GMT-03:00 2014, 0, false, null, null,476572157116301312, en, null, null, RT @CrystalBosset: If this ain't the fuckin truth??RT @BasketballPics: The NBA vs The Miami Heat! http://t.co/pmHkKPCh6I, 590301875, 329,258, NEUTRAL
Wed Jun 11 00:50:31 GMT-03:00 2014, 0, false, null, null,476572157493780480, en, null, null, RT @fauvdog9: #SAvsMIA Miami Heat fans #noloyalty surprised they didnt start leaving after the second period. Heat might of won with a litt…, 2283537806, 102,109, NEUTRAL
Wed Jun 11 00:50:31 GMT-03:00 2014, 0, false, null, null,476572158156496896, en, null, null, RT @jb_barker10: The Miami Heat have the fakest fans in the world, 1587677210, 120,183, NEGATIVE
Wed Jun 11 00:50:31 GMT-03:00 2014, 0, false, null, null,476572158639243264, en, null, null, RT @robertmarawa: NBA Finals: Spurs lead series 2-1 after defeating Miami Heat 111-92., 80254055, 1019,982, NEUTRAL
Wed Jun 11 00:50:31 GMT-03:00 2014, 0, false, null, null,476572159150542848, en, null, null, RT @BasketballPics: The NBA vs The Miami Heat! http://t.co/GavgBjNoWe, 46838151, 322,219, NEUTRAL
Wed Jun 11 00:50:31 GMT-03:00 2014, 0, false, null, null,476572160287596544, en, null, null, “@NiqueSmith12: The Orlando Magic have better fans than the Miami Heat” @Orlando_Magic #MagicForLife, 95645246, 199,174, NEUTRAL
Wed Jun 11 00:50:32 GMT-03:00 2014, 0, false, null, null,476572160652492800, en, null, null, RT @Talk_NBA_: Kawhi Leonard and the San Antonio Spurs DOMINATE the Miami Heat to take Game 3 of the NBA Finals http://t.co/FvxEjmcth1, 457020555, 941,820, NEGATIVE
Wed Jun 11 00:50:32 GMT-03:00 2014, 0, false, 38.804949, -104.781269,476572160752775168, en, United States, US, @TPollard4 agreed we win together and lose together I love Miami heats we will be back strong hope the fans will stay all the way!go heat, 192311273, 514,195, POSITIVE
Wed Jun 11 00:50:32 GMT-03:00 2014, 0, false, null, null,476572161100890112, en, null, null, Spurs wanted it more.  Miami heat needs to step it up in game 4 #NBAFinals, 87083474, 172,179, NEUTRAL
Wed Jun 11 00:50:32 GMT-03:00 2014, 0, false, null, null,476572161390284800, en, null, null, RT @jb_barker10: The Miami Heat have the fakest fans in the world, 865364184, 524,496, NEGATIVE
Wed Jun 11 00:50:32 GMT-03:00 2014, 0, false, null, null,476572161583636480, en, null, null, Miami got punked. The #Spurs went into there house and straight up kicked the Heat's behind. Total team effort and a great win #NBAFinals, 2291573173, 96,156, NEUTRAL
Wed Jun 11 00:50:32 GMT-03:00 2014, 0, false, null, null,476572161747210240, en, null, null, RT @jb_barker10: The Miami Heat have the fakest fans in the world, 385083123, 945,1244, NEGATIVE
Wed Jun 11 00:50:32 GMT-03:00 2014, 0, false, null, null,476572162208198656, en, null, null, RT @jb_barker10: The Miami Heat have the fakest fans in the world, 127312966, 414,458, NEGATIVE
Wed Jun 11 00:50:32 GMT-03:00 2014, 0, false, null, null,476572163080601600, en, null, null, @im_not_a_dj get mad with the @ symbol and @ the nigga you talking about. Miami Heat was helped tonight too, 52542602, 488,1766, NEUTRAL
Wed Jun 11 00:50:32 GMT-03:00 2014, 0, false, null, null,476572163747880960, en, null, null, Teams accumulate a different set of fans everytime they go up against the heat ! Are y'all really fans or do y'all dislike Miami, 92637682, 4132,4087, NEGATIVE
Wed Jun 11 00:50:32 GMT-03:00 2014, 0, false, null, null,476572163667791873, en, null, null, RT @SpursSportsSpot: The San Antonio Spurs defeat the Miami Heat 112-92 in game three of the NBA Finals. The Spurs take a two games to one …, 128518161, 274,606, NEUTRAL
Wed Jun 11 00:50:32 GMT-03:00 2014, 0, false, null, null,476572164255416321, en, null, null, Spurs get an important (I think it's important?) win in Game 3. One more in Miami thn back to San Antonio. Game 4 will be HUGE! #Heat #Spurs, 27570603, 296,282, NEUTRAL
Wed Jun 11 00:50:33 GMT-03:00 2014, 0, false, null, null,476572164637081600, en, null, null, RT @malcolm_bello34: Heat "fans" in Miami aren't loyal to their team. They weren't there for Tim Hardaway. They weren't there for Alonzo. N…, 139865342, 1712,745, NEUTRAL
Wed Jun 11 00:50:33 GMT-03:00 2014, 0, false, null, null,476572165014552576, en, null, null, RT @jb_barker10: The Miami Heat have the fakest fans in the world, 616685703, 439,382, NEGATIVE
Wed Jun 11 00:50:33 GMT-03:00 2014, 0, false, null, null,476572165094252544, en, null, null, RT @NBASlander: One way to beat the Miami Heat and their legion of referees.  Shoot the shit out of the ball., 1041545270, 468,130, NEUTRAL
Wed Jun 11 00:50:33 GMT-03:00 2014, 0, false, null, null,476572165605953537, en, null, null, RT @bugattibeez: *waits for Heat fans new excuse as to why Miami lost*, 2151671287, 137,470, NEUTRAL
Wed Jun 11 00:50:33 GMT-03:00 2014, 0, false, null, null,476572165886976000, en, null, null, RT @BballProblemz: The NBA vs The Miami Heat! http://t.co/rCzoL3KGAw, 1925155574, 58,89, NEUTRAL
Wed Jun 11 00:50:33 GMT-03:00 2014, 0, false, null, null,476572166138249216, en, null, null, This bitch said "Miami Heat Stadium", 270521545, 2091,253, NEGATIVE
Wed Jun 11 00:50:33 GMT-03:00 2014, 0, false, null, null,476572166662524928, en, null, null, RT @BMS_ThadCastle: Miami Heat bandwagon fans are worse than most girls handjob skills, 935405480, 26,87, NEGATIVE
Wed Jun 11 00:50:33 GMT-03:00 2014, 0, false, null, null,476572166818107392, en, null, null, RT @_uggmoe: @myaNOTmaya_ you so damn slow . It's the basketball team Miami Heat, 309530347, 2408,1900, NEUTRAL
Wed Jun 11 00:50:33 GMT-03:00 2014, 0, false, null, null,476572166897815552, en, null, null, You have a heat hat on in your avi lmaoooo “@Jonathan_Seh: @mustbe23 Chitown till i die but i just dont want miami to win”, 1206856242, 1181,531, NEUTRAL
Wed Jun 11 00:50:33 GMT-03:00 2014, 0, false, null, null,476572166939348992, en, null, null, Ah find all dem Miami Heat fans posting some real negative comments soar losers take dat, 60906500, 39,77, NEUTRAL
Wed Jun 11 00:50:33 GMT-03:00 2014, 0, false, null, null,476572167430488064, en, null, null, RT @Kylemccaskey: Miami fans went to go see The Big Three tonight but ended up watching The Fault In Our Stars. #spurs #heat, 864132193, 296,389, NEUTRAL
Wed Jun 11 00:50:33 GMT-03:00 2014, 0, false, null, null,476572167685955585, en, null, null, RT @Lana: judge Heat fans all you want but it's 11:40 in Miami it's time for their day to start, 151637117, 182,464, NEUTRAL
Wed Jun 11 00:50:33 GMT-03:00 2014, 0, false, null, null,476572168357023744, en, null, null, @SwooshLantell - Those are Miami Heat emojis though. ?, 211876746, 5842,5847, NEUTRAL
Wed Jun 11 00:50:33 GMT-03:00 2014, 0, false, null, null,476572168411566081, en, null, null, RT @AlexInYourMouth: Miami heat loses   Me: http://t.co/cKJNurPcsA, 1565732138, 77,101, NEGATIVE
Wed Jun 11 00:50:34 GMT-03:00 2014, 0, false, null, null,476572168843587584, en, null, null, RT @NBAsphera: FINAL || San Antonio #Spurs 111-92 Miami #Heat.  Los de Gregg Popovich ponen el 2-1 en la serie. Career-high de Kawhi Leonar…, 164006016, 18825,523, NEUTRAL
Wed Jun 11 00:50:34 GMT-03:00 2014, 0, false, null, null,476572168931663872, en, null, null, Miami Heat is proving that a powerful offense is exciting but not enough., 1368758911, 3577,140, NEUTRAL
Wed Jun 11 00:50:34 GMT-03:00 2014, 0, false, null, null,476572169561202688, en, null, null, RT @FunSkipBayless: Miami Heat fans are so disrespectful by chanting "refs you suck". How dare they disrespect their star players like that., 704491508, 607,601, NEUTRAL
Wed Jun 11 00:50:34 GMT-03:00 2014, 0, false, null, null,476572169464344578, en, null, null, RT @Thedanielaprado: Sorry Heat fans in Miami leaving the game during half of the 4th quarter. #FakeFans #SpursNation, 1035537750, 302,177, NEGATIVE
Wed Jun 11 00:50:34 GMT-03:00 2014, 0, false, null, null,476572170873999360, en, null, null, Game 4 is sooo important for the heat. Need to win and hopefully we steal a game in SA to be up 3-2 for game 6 in Miami! #Heat3Peat, 372443535, 878,995, POSITIVE
Wed Jun 11 00:50:34 GMT-03:00 2014, 0, false, null, null,476572171108884480, en, null, null, “@Kelzskeem_: If Miami lose the series I’m going in on all heat fans #movahs”??, 279383296, 616,568, NEGATIVE
Wed Jun 11 00:50:34 GMT-03:00 2014, 0, false, null, null,476572171930988544, en, null, null, <------Proud Miami heat hater, 147792961, 355,350, NEGATIVE
Wed Jun 11 00:50:34 GMT-03:00 2014, 0, false, null, null,476572171863470080, en, null, null, RT @shaun505: Miami Heat fans are not clutch., 282818343, 1221,699, NEUTRAL
Wed Jun 11 00:50:35 GMT-03:00 2014, 0, false, null, null,476572173147324416, en, null, null, Game 3 Final Score.  San Antonio Spurs 111 - Miami Heat 92.  Spurs lead series 2-1.  Kawhi Leonard 29 pts 3/6... http://t.co/bVgXoMR32x, 1461513476, 130,154, NEUTRAL
Wed Jun 11 00:50:34 GMT-03:00 2014, 0, false, 37.68893, -121.799984,476572172782034944, en, United States, US, "@CrystalBosset: If this ain't the fuckin truth??RT @BasketballPics: The NBA vs The Miami Heat! http://t.co/5j2Os9WFm6" cause fuck the heat!, 722751780, 212,176, NEGATIVE
Wed Jun 11 00:50:35 GMT-03:00 2014, 0, false, null, null,476572174057480192, en, null, null, The Miami heat fans suck they don't even stay to support their team, 416710328, 325,333, NEGATIVE
Wed Jun 11 00:50:35 GMT-03:00 2014, 0, false, null, null,476572174287781888, en, null, null, Tonight was a fail for the entire Miami Heat organization. Get it together it's the finals. Also I love ya Chalmers but get points ya dingus, 68030818, 257,210, NEGATIVE
Wed Jun 11 00:50:35 GMT-03:00 2014, 0, false, null, null,476572175227715584, en, null, null, RT @SpursSportsSpot: The San Antonio Spurs defeat the Miami Heat 112-92 in game three of the NBA Finals. The Spurs take a two games to one …, 1545959442, 164,485, NEUTRAL
Wed Jun 11 00:50:35 GMT-03:00 2014, 0, false, null, null,476572175286431744, en, null, null, RT @itsWillyFerrell: The big 3 for the Miami Heat #NBAFinals http://t.co/FqRTYV9WNu, 197400111, 62,155, NEUTRAL
Wed Jun 11 00:50:35 GMT-03:00 2014, 0, false, null, null,476572175403462656, en, null, null, RT @FunSkipBayless: Miami Heat fans are so disrespectful by chanting "refs you suck". How dare they disrespect their star players like that., 1489379773, 194,192, NEUTRAL
Wed Jun 11 00:50:35 GMT-03:00 2014, 0, false, null, null,476572175751991296, en, null, null, “@jb_barker10: The Miami Heat have the fakest fans in the world”, 59278129, 603,595, NEGATIVE
Wed Jun 11 00:50:35 GMT-03:00 2014, 0, false, null, null,476572176204976129, en, null, null, RT @bugattibeez: *waits for Heat fans new excuse as to why Miami lost*, 53547607, 1558,1434, NEUTRAL
Wed Jun 11 00:50:35 GMT-03:00 2014, 0, false, null, null,476572177073188866, en, null, null, it's cathartic to watch the #spurs massacre the heat tonight. in miami., 46289557, 60,83, NEGATIVE
Wed Jun 11 00:50:35 GMT-03:00 2014, 0, false, null, null,476572176921792512, en, null, null, “@10x90: I hope The Heat beat Miami ???” ???, 308721602, 148,199, POSITIVE
Wed Jun 11 00:50:36 GMT-03:00 2014, 0, false, null, null,476572178432143360, en, null, null, RT @ReeseTreyDeuce: No excuses or anything. The spurs beat the shit out the heat tonight #respect gotta bounce back Miami or else, 203361554, 501,405, POSITIVE
Wed Jun 11 00:50:36 GMT-03:00 2014, 0, false, null, null,476572178763485184, en, null, null, ? RT @josephcurrency: BREAKING NEWS: Miami Heat players say AC was on max complain of American Airlines Arena being too cold. #NBAFinals, 83400424, 245,41, NEUTRAL
Wed Jun 11 00:50:36 GMT-03:00 2014, 0, false, null, null,476572178872541184, en, null, null, RT @itsWillyFerrell: The big 3 for the Miami Heat #NBAFinals http://t.co/FqRTYV9WNu, 182884863, 33,117, NEUTRAL
Wed Jun 11 00:50:36 GMT-03:00 2014, 0, false, null, null,476572178792849408, en, null, null, RT @_paaix: Miami Heat got some of the worst fans ever., 2437150606, 246,321, NEUTRAL
Wed Jun 11 00:50:36 GMT-03:00 2014, 0, false, null, null,476572180516327424, en, null, null, "@INQUIRERSports: FINAL: San Antonio Spurs clobber Miami Heat 111-92 for a 2-1 lead in the #NBAFinals. http://t.co/2E9pptbEBO", 142590652, 26,204, NEUTRAL
Wed Jun 11 00:50:36 GMT-03:00 2014, 0, false, null, null,476572180830883840, en, null, null, RT @KENS5: The San Antonio Spurs beat the Miami Heat 111-92 in Game 3 of the 2014 NBA Finals! #GOSPURSGO http://t.co/0snplLQkB7, 902314602, 103,180, NEUTRAL
Wed Jun 11 00:50:37 GMT-03:00 2014, 0, false, null, null,476572182471245824, en, null, null, RT @HateNoBueno: Miami Heat fans about to hide until game 4 ?, 474331920, 598,672, NEUTRAL
Wed Jun 11 00:50:37 GMT-03:00 2014, 0, false, null, null,476572182873505792, en, null, null, RT @INQUIRERSports: FINAL: San Antonio Spurs clobber Miami Heat 111-92 for a 2-1 lead in the #NBAFinals. http://t.co/KrI2AP6rJo, 231274702, 1250,574, NEUTRAL
Wed Jun 11 00:50:37 GMT-03:00 2014, 0, false, null, null,476572183737548801, en, null, null, RT @FunSkipBayless: Miami Heat fans are so disrespectful by chanting "refs you suck". How dare they disrespect their star players like that., 16937396, 522,500, NEUTRAL
Wed Jun 11 00:50:37 GMT-03:00 2014, 0, false, null, null,476572184258023424, en, null, null, RT @jb_barker10: The Miami Heat have the fakest fans in the world, 99824236, 443,354, NEGATIVE
Wed Jun 11 00:50:37 GMT-03:00 2014, 0, false, null, null,476572184283213824, en, null, null, Spurs beat the heat in Miami by 19!? http://t.co/mJZylDdhxd, 27928312, 2522,766, POSITIVE
Wed Jun 11 00:50:37 GMT-03:00 2014, 0, false, null, null,476572185436254208, en, null, null, RT @AlexInYourMouth: Miami heat loses   Me: http://t.co/cKJNurPcsA, 2440455487, 613,592, NEGATIVE
Wed Jun 11 00:50:38 GMT-03:00 2014, 0, false, null, null,476572185986093056, en, null, null, RT @JoeMande: I wish Eric Cantor and the Miami Heat could lose every night, 566943117, 162,110, NEUTRAL
Wed Jun 11 00:50:38 GMT-03:00 2014, 0, false, null, null,476572186472640512, en, null, null, RT @Talk_NBA_: Kawhi Leonard and the San Antonio Spurs DOMINATE the Miami Heat to take Game 3 of the NBA Finals http://t.co/FvxEjmcth1, 1372558460, 377,307, NEGATIVE
Wed Jun 11 00:50:38 GMT-03:00 2014, 0, false, null, null,476572186954969088, en, null, null, RT @CalebAlderman6: Spurs win Game 3 111-92 (in Miami)! Lead the Heat 2-1! 2 more wins for another championship! #GoSpursGo, 342661814, 286,517, POSITIVE
Wed Jun 11 00:50:38 GMT-03:00 2014, 0, false, null, null,476572188188102656, en, null, null, RT @Verb007: Miami heat fans be coming to the game like they dressed for the club. Silk shirts & Maison margellas n shit. It's basketball g…, 582051324, 678,607, NEUTRAL
Wed Jun 11 00:50:38 GMT-03:00 2014, 0, false, null, null,476572188468723712, en, null, null, RT @taliarosina: Dear Miami Heat "fans" http://t.co/AOkMLwszzK, 229221199, 459,269, POSITIVE
Wed Jun 11 00:50:38 GMT-03:00 2014, 0, false, null, null,476572188649082881, en, null, null, I don't understand...was the AC off in Miami too?! @spurs brought the #HEAT again!! LOL...#can'twaitfortheexcuses, 183737339, 89,338, POSITIVE
Wed Jun 11 00:50:38 GMT-03:00 2014, 0, false, null, null,476572188984999936, en, null, null, RT @FunSkipBayless: Miami Heat fans are so disrespectful by chanting "refs you suck". How dare they disrespect their star players like that., 454179337, 103,197, NEUTRAL
Wed Jun 11 00:50:38 GMT-03:00 2014, 0, false, null, null,476572188758138880, en, null, null, RT @bugattibeez: *waits for Heat fans new excuse as to why Miami lost*, 514611719, 1287,909, NEUTRAL
Wed Jun 11 00:50:39 GMT-03:00 2014, 0, false, null, null,476572189756755968, en, null, null, RT @KGTaughtMe: A Miami Heat loss is a win for the rest of the world. #ThankYouSpurs, 1283155632, 564,438, NEGATIVE
Wed Jun 11 00:50:39 GMT-03:00 2014, 0, false, null, null,476572189920337921, en, null, null, RT @smooth_slime: OH HEAT FANS ARE LIVID!!!!!!!  TIMEOUT MIAMI!!!!!!!!, 415717037, 7496,287, NEUTRAL
Wed Jun 11 00:50:39 GMT-03:00 2014, 0, false, null, null,476572190989885440, en, null, null, RT @D_Cheddar: Question: why are Miami Heat fans nowhere to be found when the team loses??? No beef i'm just wondering., 169251929, 114,113, NEUTRAL
