createdAt, favoriteCount, retweetCount, latitude, longitude, id, lang, country, countryCode, text, userId, userFollowersCount, userFriendsCount, strength
Mon Jun 30 20:38:44 ART 2014, 0, 0, null, null,483756553959669760, en, null, null, World Cup update: Netherlands Costa Rica advance in pair of thrillers - The Rolla Daily News http://t.co/BBVAqw1t4X #Brazil2014 #World..., 2360901266, 270,1424, NEUTRAL
Mon Jun 30 20:39:04 ART 2014, 0, 0, null, null,483756636780380160, en, null, null, World Cup update: Netherlands Costa Rica advance in pair of thrillers - The Rolla Daily News http://t.co/usUB0lvTw1 #Brazil2014 #WorldCup, 2238967694, 2715,2050, NEUTRAL
Mon Jun 30 20:40:15 ART 2014, 0, 0, null, null,483756935561220097, en, null, null, @KaeD0llaz lol. Didn't realize Brazil Costa Rica and Colombia were white..., 77359083, 117,180, NEUTRAL
Mon Jun 30 20:40:17 ART 2014, 0, 0, null, null,483756942507003904, en, null, null, I knew Costa Rica had slight edge over Greece >> http://t.co/6cUQyRlQsr. ;-) Costa Rica won 2 drew 1. Greece won 1 drew 1 though lost 1., 2434070239, 1,0, NEUTRAL
Mon Jun 30 20:40:27 ART 2014, 0, 0, null, null,483756984575852545, en, null, null, 2014 FIFA World Cup Brazil - Netherlands vs Costa Rica Gameplay [HD] http://t.co/p0kFPnBp3k http://t.co/yThAAYEASE #brazil, 1873353397, 484,11, NEUTRAL
Mon Jun 30 20:40:28 ART 2014, 0, 0, null, null,483756990590504960, en, null, null, Not suprise Brazil Netherlands France & Germany qualify but not Colombia & Costa Rica., 533095990, 376,396, NEUTRAL
Mon Jun 30 00:44:28 ART 2014, 345, 189, null, null,483456006886666241, en, null, null, .@sheila_costa82 I'm sorry i love greece. but i am a costa rica fan, 196925561, 1026086,353, NEUTRAL
Mon Jun 30 20:41:54 ART 2014, 0, 0, null, null,483757350114045952, en, null, null, Ticos going crazy after Costa Rica defeated Greece in the knockout round of the World Cup 2014!  The sidewalks were packed and the cars..., 2370950772, 30,66, NEGATIVE
Mon Jun 30 20:41:56 ART 2014, 0, 0, null, null,483757359198900225, en, null, null, 25 photos from Costa Rica's all-night-long celebration after the Ticos beat Greece http://t.co/C3I9z1D7S0, 68062066, 491,1308, NEUTRAL
Mon Jun 30 20:01:11 ART 2014, 0, 1, null, null,483747104506916865, en, null, null, Arsenal and Liverpool eye transfer of Costa Rica World Cup shootout hero Keylor Navas (Mirror) http://t.co/RzE2cZVpbv, 1482657793, 1093,673, POSITIVE
Mon Jun 30 20:43:01 ART 2014, 0, 0, null, null,483757631648309248, en, null, null, Gutted for algeria ... This world cup has been unreal ... Come on costa rica ... Love it when the under dogs do well !, 62148836, 309,1151, NEUTRAL
Mon Jun 30 20:43:10 ART 2014, 0, 0, null, null,483757666980724736, en, null, null, Brazil vs Colombia Netherlands vs Costa Rica France vs Germany & Argentina/Switzerland vs USA/Belgium. #WorldCup2014 😯🙌, 124330938, 308,382, NEGATIVE
Mon Jun 30 20:43:49 ART 2014, 0, 0, null, null,483757833008447488, en, null, null, The Costa Rica vs Greece game in the Pernambuco stadium in Recife ! Got to represent the reds ! 🔴⚪️🔴 @torontofc  #TFC http://t.co/GOYp4oWPKF, 938392171, 373,322, NEUTRAL
Mon Jun 30 19:53:03 ART 2014, 16, 10, null, null,483745057829572609, en, null, null, Last call for my tactical feature on three-back systems at the World Cup from this morning: http://t.co/WiNIeCSYWz., 159684514, 4324,243, NEUTRAL
Mon Jun 30 20:43:54 ART 2014, 0, 0, null, null,483757853128548352, en, null, null, Brazil: ✓ Uruguay: ✗ Mexico: ✗ Costa Rica: ✓ Nigeria: ✗ Algeria: ✗  I don't think Lucky's psychic at all., 448843523, 183,121, NEUTRAL
Mon Jun 30 20:44:10 ART 2014, 0, 0, null, null,483757919620857856, en, null, null, ᴴᴰ Netherlands vs Costa Rica • World Cup 2014 [Promo] http://t.co/Ne5qFNIW4Y, 67242132, 578,1981, NEUTRAL
Mon Jun 30 20:44:12 ART 2014, 0, 0, null, null,483757927157604352, en, null, null, Hot Topics: Hobby Lobby Zendaya Iggy Azalea Costa Rica vs Greece ... http://t.co/ermKvWxFTI, 573920657, 76,9, NEUTRAL
Mon Jun 30 20:44:54 ART 2014, 0, 0, null, null,483758105516605440, en, null, null, Arsenal and Liverpool eye transfer of Costa Rica World Cup shootout hero Keylor Navas http://t.co/5FvdPjSOkU, 2298673469, 178,398, POSITIVE
Mon Jun 30 20:45:00 ART 2014, 0, 0, null, null,483758130015535104, en, null, null, ᴴᴰ Netherlands vs Costa Rica • World Cup 2014 [Promo] http://t.co/Pp76q2EHEy, 53088321, 19158,100, NEUTRAL
Sun Jun 29 20:15:14 ART 2014, 63, 69, null, null,483388248593801218, en, null, null, Costa Rica are now 40/1 to win the World Cup after being 4000/1 pre-tournament! #CRC   HERE -> http://t.co/kBtzrmlu8W http://t.co/dyCLF6uA0u, 340417174, 94200,671, NEUTRAL
Mon Jun 30 20:46:24 ART 2014, 0, 0, null, null,483758480994496512, en, null, null, RECIFE BRAZIL - JUNE 29: Costa Rica team photo June 29 2014 in Recife Brazil.  (Photo by Jeff Gross/Getty Images)  http://t.co/NGt3gfm5TD, 146726081, 44,186, NEUTRAL
Mon Jun 30 20:46:35 ART 2014, 0, 0, null, null,483758528985710593, en, null, null, CNN doesn't know the diff btwn Croatia & Costa Rica.  Costa Rica beat Greece is Playing on 7/5 against the Netherlands. Not Croatia #sitroom, 2579278100, 5,18, POSITIVE
Mon Jun 30 12:08:14 ART 2014, 0, 1, null, null,483628078972018690, en, null, null, VIDEO | Check our new video!  Netherlands vs Costa Rica • World Cup 2014 [Promo] http://t.co/4GADgRoVEt, 403369583, 345,83, NEUTRAL
Mon Jun 30 20:46:51 ART 2014, 0, 0, null, null,483758594332958720, en, null, null, Got to admit when I'm not rooting for the US I'm going for Costa Rica.  #FifaWorldCup #FIFA #PuraVida, 395134757, 101,124, NEUTRAL
Mon Jun 30 20:46:56 ART 2014, 0, 0, null, null,483758614101102593, en, null, null, “@LfcAnfieldNews: Arsenal and Liverpool eye transfer of Costa Rica World Cup shootout hero Keylor Navas http://t.co/bVcEfqG0S5”@kforfitz ⚽️, 501801846, 423,1237, POSITIVE
Mon Jun 30 20:47:09 ART 2014, 0, 0, null, null,483758669331308544, en, null, null, → USA → Costa Rica vs Greece Preview and Predicted Lineups → Greece and Costa Rica have a combined total of just... http://t.co/yKxWB2x2Nd, 2300611952, 777,1212, NEUTRAL
Mon Jun 30 20:43:12 ART 2014, 0, 1, null, null,483757677185892352, en, null, null, → USA http://t.co/KfQ3rOGwFf → Costa Rica vs Greece Preview and Predicted Lineups → Greece and Costa Rica have a combined total of just sev…, 620199563, 10126,2620, NEUTRAL
Mon Jun 30 20:47:15 ART 2014, 0, 0, null, null,483758697072447488, en, null, null, → USA → Costa Rica vs Greece Preview and Predicted Lineups → Greece and Costa Rica have a combined... http://t.co/E3pHSeOluY via @heyyouapp, 1655293610, 778,762, NEUTRAL
Mon Jun 30 20:48:28 ART 2014, 0, 0, null, null,483759001318862850, en, null, null, I should say the best surprising moment maker in this year's World Cup is Costa Rica as they playing stunningly. #WorldCup2014, 144445112, 662,733, POSITIVE
Mon Jun 30 20:48:47 ART 2014, 0, 0, 42.391026, -71.093154,483759082881703936, en, United States, US, @Don1886 I know Mexico deserved more but thank god for Costa Rica! This's a cracking World Cup!, 127382759, 3347,1809, POSITIVE
Sun Jun 29 17:40:39 ART 2014, 60, 156, null, null,483349347128836096, en, null, null, "Watching Costa Rica vs Greece." http://t.co/kjYjEEYga3, 710579875, 23855,198, NEUTRAL
Mon Jun 30 20:49:07 ART 2014, 0, 0, null, null,483759167430094848, en, null, null, @BloombergNews its Brazil vs ColombiaGermany vs FranceNetherland vs Costa Rica & Argentina vs Belgium or America is my Prediction..., 1600868833, 348,2007, NEUTRAL
Mon Jun 30 20:49:26 ART 2014, 0, 0, null, null,483759245985202176, en, null, null, Hobby Lobby   Zendaya   Iggy Azalea   Costa Rica vs Greece   Algeria   WWE   France Vs Nigeria   The Leftovers...  http://t.co/RXzXrKyn9W, 249619822, 4420,1, NEUTRAL
Mon Jun 30 20:49:26 ART 2014, 0, 0, null, null,483759246744363008, en, null, null, Hobby Lobby Zendaya Iggy Azalea Costa Rica vs Greece ...: Hobby Lobby   Zendaya   Iggy Azalea   Costa Rica ..., 59696106, 2722,5, NEUTRAL
Mon Jun 30 20:49:26 ART 2014, 0, 0, null, null,483759246794711042, en, null, null, Viral on Google: Hobby Lobby   Zendaya   Iggy Azalea   Costa Rica vs Greece   Algeria   WWE   France Vs Nigeria..., 1656459614, 284,7, NEUTRAL
Mon Jun 30 20:49:26 ART 2014, 0, 0, null, null,483759246756950018, en, null, null, Google Hot Trends : Hobby Lobby Zendaya Iggy Azalea Costa Rica vs Greece ...  #Google #Trends, 270061599, 17792,7457, NEUTRAL
Sun Jun 29 20:00:50 ART 2014, 132, 227, null, null,483384627282051072, en, null, null, Congratulations to Costa Rica. They are through to their first ever World Cup quarter final. #CRC #GRE, 2212313540, 96390,8, POSITIVE
Mon Jun 30 20:50:19 ART 2014, 0, 0, null, null,483759465766719488, en, null, null, ᴴᴰ Netherlands vs Costa Rica • World Cup 2014 [Promo]: http://t.co/Hk4RHpt52K via @YouTube, 158760851, 119,221, NEUTRAL
Mon Jun 30 20:50:23 ART 2014, 0, 0, 10.047508, -84.088266,483759483051466754, en, Costa Rica, CR, ᴴᴰ Netherlands vs Costa Rica • World Cup 2014 [Pr…: http://t.co/iBR0IE7FLv, 535503185, 47,223, NEUTRAL
Mon Jun 30 20:50:36 ART 2014, 0, 0, null, null,483759540534792194, en, null, null, Brazil Columbia Costa Rica France Germany and Netherlands have qualified for the Quarter Finals. Who will take the last two spots?, 1976137675, 38,74, NEGATIVE
Mon Jun 30 20:51:45 ART 2014, 0, 0, null, null,483759827093434369, en, null, null, #Deals - 2014 World Cup Quarter Finals Match 59 Holand vs Costa Rica at Salvador Cat. 1:  $660.00 (0 B... http://t.co/byOJI5uXLL EBAY US, 1951756207, 420,479, NEUTRAL
Mon Jun 30 20:51:47 ART 2014, 0, 0, null, null,483759835058421760, en, null, null, I liked a @YouTube video from @azhaan_pan http://t.co/bpuZKWkMq7 FIFA 14 - Costa Rica VS Greece (first goal), 395002264, 3,12, NEUTRAL
Mon Jun 30 20:51:53 ART 2014, 0, 0, null, null,483759862422470656, en, null, null, @YoshonisLSJ "(This World Cup) is so wide open and Costa Rica is not a fluke. They deserved everything they got.", 602295842, 342,273, NEUTRAL
